Toe y trajetcoriesendheader

time	leftToe	rightToe	leftCalf	rightCalf
40.84200000	72.74103466	33.20540047	47.40323175	140.49073914
40.84400000	71.05334720	33.60441497	46.37891153	142.24010917
40.84600000	69.21596335	33.91877975	45.30038936	144.05779014
40.84800000	67.30802882	34.34325191	44.30332931	145.79559274
40.85000000	65.25322935	34.66114696	43.17981999	147.58705869
40.85200000	63.13677149	35.31053126	42.06483982	149.39248032
40.85400000	60.95497380	35.71955355	41.12789565	151.10619447
40.85600000	58.69714639	36.11338667	40.61490638	152.93096879
40.85800000	56.44383531	36.59239862	39.72733935	154.68551632
40.86000000	54.12522430	36.79162306	38.86306964	156.56099482
40.86200000	51.78561358	37.31409553	38.01782198	158.36488774
40.86400000	49.41174704	37.77939838	38.03834699	160.17550143
40.86600000	47.34536898	38.33003552	38.49361167	161.95694849
40.86800000	44.75629371	38.82606075	39.37152068	163.82404747
40.87000000	42.70923881	39.98108579	40.25224519	165.70500723
40.87200000	41.14159400	40.19046036	40.88450425	167.69982138
40.87400000	39.83580396	41.61985301	41.33554673	169.77535415
40.87600000	38.44144371	42.54200500	41.98276551	172.01506707
40.87800000	38.13315275	42.83081515	42.43163777	174.36673313
40.88000000	36.79617270	43.90809554	42.83615886	176.79233195
40.88200000	36.31889658	45.47505703	43.27715860	179.35071938
40.88400000	35.80646519	47.17551004	43.70300588	182.07003885
40.88600000	34.87637956	49.10198283	44.05317875	184.74928155
40.88800000	33.20170593	51.11648520	44.40801154	187.53370059
40.89000000	31.70368010	53.19889456	44.65628351	190.27775809
40.89200000	29.60395400	55.44651751	44.87035149	193.03608363
40.89400000	28.28817761	57.74285374	45.17834370	195.86273661
40.89600000	27.08121925	60.07494557	45.37556825	198.61820912
40.89800000	26.39534307	62.54226620	45.65870981	201.42217138
40.90000000	26.24717348	65.12601244	45.98411884	204.11789761
40.90200000	25.63589006	67.66998991	46.27180850	206.79720472
40.90400000	25.63276082	70.21563549	46.51613167	209.40512028
40.90600000	25.31753632	72.70464253	46.77423468	211.89341817
40.90800000	25.24848179	75.17353798	46.95557161	214.40592550
40.91000000	25.10629708	77.54919128	47.10878604	216.76167537
40.91200000	25.14571667	80.01919648	47.22305383	219.03496852
40.91400000	25.02683246	82.41458993	47.25378906	221.22158100
40.91600000	25.01463657	84.76970842	47.37304944	223.27808947
40.91800000	25.34383746	87.20442898	47.47566501	225.19866162
